"salmon.geneid","zebrafish.geneid","human.geneid","zebrafish.genename","zebrafish.genename_full","human.genename","human.genename_full","gene_name_base"
"ENSSSAG00000097194","ENSDARG00000114870","NA",NA,"",NA,NA,NA
"ENSSSAG00000097201","ENSDARG00000058047","NA","pafah1b3","pafah1b3",NA,NA,"pafah1b3"
"ENSSSAG00000097204","ENSDARG00000100708","ENSG00000188385","jakmip3","jakmip3","JAKMIP3","JAKMIP3","jakmip3"
"ENSSSAG00000097206","ENSDARG00000011869|ENSDARG00000012355|ENSDARG00000115940","ENSG00000130035","galnt8a","galnt8a.2|galnt8a.1|GALNT8","GALNT8","GALNT8","galnt8"
"ENSSSAG00000097210","ENSDARG00000058284","NA",NA,"",NA,NA,NA
"ENSSSAG00000097211","ENSDARG00000100962","ENSG00000155158","ttc39b","ttc39b","TTC39B","TTC39B","ttc39b"
"ENSSSAG00000097215","ENSDARG00000036471","ENSG00000179284","dand5","dand5","DAND5","DAND5","dand5"
"ENSSSAG00000097224","ENSDARG00000070584","ENSG00000112782","clic5b","clic5b","CLIC5","CLIC5","clic5"
"ENSSSAG00000097225","ENSDARG00000079165","NA","galr1b","galr1b",NA,NA,"galr1b"
"ENSSSAG00000097227","ENSDARG00000025670","ENSG00000070404","fstl3","fstl3","FSTL3","FSTL3","fstl3"
"ENSSSAG00000097240","ENSDARG00000061509","NA","tbx3b","tbx3b",NA,NA,"tbx3b"
"ENSSSAG00000097252","ENSDARG00000098716","ENSG00000111224","parp11","parp11","PARP11","PARP11","parp11"
"ENSSSAG00000097254","ENSDARG00000024651","ENSG00000131876","snrpa1","snrpa1","SNRPA1","SNRPA1","snrpa1"
"ENSSSAG00000097257","ENSDARG00000029890","NA","si:dkeyp-86f7","si:dkeyp-86f7.4",NA,NA,"si:dkeyp-86f7"
"ENSSSAG00000097259","ENSDARG00000100917","ENSG00000164756","slc30a8","slc30a8","SLC30A8","SLC30A8","slc30a8"
"ENSSSAG00000097261","ENSDARG00000027322","NA","lin7c","lin7c",NA,NA,"lin7c"
"ENSSSAG00000097267","ENSDARG00000074378","ENSG00000171223","junba","junba","JUNB","JUNB","junb"
"ENSSSAG00000097270","ENSDARG00000009194","ENSG00000204291","col16a1","col16a1","COL15A1","COL15A1","col15a1"
"ENSSSAG00000097281","ENSDARG00000098311","ENSG00000169740","si:zfos-932h1","si:zfos-932h1.3","ZNF32","ZNF32","znf32"
"ENSSSAG00000097283","ENSDARG00000055629","ENSG00000181744","dipk2ab","dipk2ab","DIPK2A","DIPK2A","dipk2a"
"ENSSSAG00000097286","ENSDARG00000004074","ENSG00000112182","bach2b","bach2b","BACH2","BACH2","bach2"
"ENSSSAG00000097289","ENSDARG00000002564","ENSG00000100321","syngr1a","syngr1a","SYNGR1","SYNGR1","syngr1"
"ENSSSAG00000097303","ENSDARG00000076296","ENSG00000205133","triqk","triqk","TRIQK","TRIQK","triqk"
"ENSSSAG00000097305","ENSDARG00000076017","ENSG00000159596","tmem69","tmem69","TMEM69","TMEM69","tmem69"
"ENSSSAG00000097310","ENSDARG00000057000","NA","camkvl","camkvl",NA,NA,"camkvl"
"ENSSSAG00000097317","ENSDARG00000073742|ENSDARG00000079274","NA","prss59","prss59.2|prss59.1",NA,NA,"prss59"
"ENSSSAG00000097324","ENSDARG00000082321|ENSDARG00000110399|ENSDARG00000115204|ENSDARG00000117035","NA","U2","U2|rnu2",NA,NA,"u2"
"ENSSSAG00000097327","ENSDARG00000081347","ENSG00000199065","mir101b","mir101b","MIR101-2","MIR101-2","mir101-2"
"ENSSSAG00000097329","ENSDARG00000008407","ENSG00000156298","tspan7","tspan7","TSPAN7","TSPAN7","tspan7"
"ENSSSAG00000097333","ENSDARG00000098311","ENSG00000169740","si:zfos-932h1","si:zfos-932h1.3","ZNF32","ZNF32","znf32"
"ENSSSAG00000097335","ENSDARG00000032637|ENSDARG00000051718|ENSDARG00000051735|ENSDARG00000058479|ENSDARG00000075508|ENSDARG00000077456|ENSDARG00000091905|ENSDARG00000096992|ENSDARG00000105328|ENSDARG00000105350|ENSDARG00000105430|ENSDARG00000110841|ENSDARG00000115766","ENSG00000187475","si:ch73-368j24","si:dkey-261m9.12|si:ch211-113a14.24|si:ch211-113a14.18|zgc:110425|si:dkey-108k21.10|zgc:110216|si:dkey-108k21.21|zgc:153405|si:dkey-23a13.17|histh1l2|si:ch73-368j24.11|si:dkey-108k21.14|histh1l3","H1-6","H1-6","h1-6"
"ENSSSAG00000097341","ENSDARG00000016691","NA","cd9b","cd9b",NA,NA,"cd9b"
"ENSSSAG00000097344","ENSDARG00000056638","ENSG00000087842","pir","pir","PIR","PIR","pir"
"ENSSSAG00000097347","ENSDARG00000063054","ENSG00000251322","shank3b","shank3b","SHANK3","SHANK3","shank3"
"ENSSSAG00000097349","ENSDARG00000056481","ENSG00000108828","vat1","vat1","VAT1","VAT1","vat1"
"ENSSSAG00000097352","ENSDARG00000099720","ENSG00000196405","evlb","evlb","EVL","EVL","evl"
"ENSSSAG00000097353","ENSDARG00000087646","ENSG00000159216","runx1","runx1","RUNX1","RUNX1","runx1"
"ENSSSAG00000097359","ENSDARG00000080758","ENSG00000207759","mir181a-2","mir181a-2","MIR181A1","MIR181A1","mir181a1"
"ENSSSAG00000097365","ENSDARG00000102076","NA","spink2","spink2.1",NA,NA,"spink2"
"ENSSSAG00000097374","ENSDARG00000037429","ENSG00000038295","tll1","tll1","TLL1","TLL1","tll1"
"ENSSSAG00000097375","ENSDARG00000074254","ENSG00000115657","abcb6b","abcb6b","ABCB6","ABCB6","abcb6"
"ENSSSAG00000097378","ENSDARG00000005327","NA","ftr66","ftr66",NA,NA,"ftr66"
"ENSSSAG00000097384","ENSDARG00000007067|ENSDARG00000031731|ENSDARG00000038271|ENSDARG00000040640|ENSDARG00000043131|ENSDARG00000043198|ENSDARG00000052680|ENSDARG00000055334|ENSDARG00000055831|ENSDARG00000055841|ENSDARG00000058537|ENSDARG00000058753|ENSDARG00000058791|ENSDARG00000058794|ENSDARG00000060953|ENSDARG00000071553|ENSDARG00000071578|ENSDARG00000071588|ENSDARG00000071590|ENSDARG00000071629|ENSDARG00000071643|ENSDARG00000071644|ENSDARG00000071648|ENSDARG00000071653|ENSDARG00000071656|ENSDARG00000071657|ENSDARG00000071662|ENSDARG00000071667|ENSDARG00000074844|ENSDARG00000075027|ENSDARG00000075248|ENSDARG00000076358|ENSDARG00000076721|ENSDARG00000077115|ENSDARG00000077252|ENSDARG00000077263|ENSDARG00000077415|ENSDARG00000078289|ENSDARG00000078519|ENSDARG00000079145|ENSDARG00000079325|ENSDARG00000079762|ENSDARG00000086095|ENSDARG00000086584|ENSDARG00000086880|ENSDARG00000087407|ENSDARG00000087444|ENSDARG00000087901|ENSDARG00000088198|ENSDARG00000089636|ENSDARG00000089720|ENSDARG00000090167|ENSDARG00000090310|ENSDARG00000090600|ENSDARG00000090601|ENSDARG00000090612|ENSDARG00000090847|ENSDARG00000090869|ENSDARG00000090882|ENSDARG00000091230|ENSDARG00000091718|ENSDARG00000092230|ENSDARG00000092266|ENSDARG00000092513|ENSDARG00000092732|ENSDARG00000093111|ENSDARG00000093345|ENSDARG00000093574|ENSDARG00000093686|ENSDARG00000093699|ENSDARG00000093788|ENSDARG00000093852|ENSDARG00000093862|ENSDARG00000094155|ENSDARG00000094604|ENSDARG00000094770|ENSDARG00000095120|ENSDARG00000095148|ENSDARG00000095195|ENSDARG00000095295|ENSDARG00000095398|ENSDARG00000095401|ENSDARG00000095454|ENSDARG00000095493|ENSDARG00000095643|ENSDARG00000095800|ENSDARG00000095918|ENSDARG00000095940|ENSDARG00000098214|ENSDARG00000098722|ENSDARG00000098740|ENSDARG00000098966|ENSDARG00000099023|ENSDARG00000099364|ENSDARG00000099577|ENSDARG00000100301|ENSDARG00000100357|ENSDARG00000100614|ENSDARG00000100939|ENSDARG00000101939|ENSDARG00000102116|ENSDARG00000103183|ENSDARG00000103230|ENSDARG00000103309|ENSDARG00000103696|ENSDARG00000104176|ENSDARG00000104185|ENSDARG00000104592|ENSDARG00000104640|ENSDARG00000108332|ENSDARG00000108395|ENSDARG00000109109|ENSDARG00000109368|ENSDARG00000109539|ENSDARG00000109630|ENSDARG00000110288|ENSDARG00000110634|ENSDARG00000111190|ENSDARG00000111423|ENSDARG00000111515|ENSDARG00000111783|ENSDARG00000112069|ENSDARG00000112301|ENSDARG00000112361|ENSDARG00000113065|ENSDARG00000113120|ENSDARG00000113198|ENSDARG00000113570|ENSDARG00000113572|ENSDARG00000114409|ENSDARG00000115371|ENSDARG00000115511|ENSDARG00000115732|ENSDARG00000116127|ENSDARG00000116207|ENSDARG00000116618|ENSDARG00000116833|ENSDARG00000116843","NA","si:ch73-256j6","si:dkey-19a16.16|si:ch73-27e22.6|zgc:113293|si:ch73-44m9.3||si:rp71-1i20.2|si:dkey-182g1.2|zmp:0000000652|si:dkey-182g1.6|si:dkey-102c8.2|si:ch73-213k20.5|zgc:171887|si:dkey-19a16.2|si:ch1073-214b20.2|zgc:171500|si:ch211-222k6.3|si:ch211-236g6.1|zgc:171490|si:dkey-19a16.7|zgc:113298|si:ch73-256j6.2|si:dkey-19a16.5|si:dkey-19a16.4|si:rp71-36a1.3|si:dkey-222f2.7|zgc:172133|zmp:0000001161|zgc:171686|si:ch73-44m9.1|si:rp71-36a1.5|si:ch73-27e22.3|zmp:0000001175|si:ch73-256j6.4|si:dkey-253d23.4|si:ch73-304f21.1|si:ch211-213a13.1|si:ch211-209l18.4|si:ch73-27e22.2|pku300|loc100332737|si:ch211-209l18.2|si:ch73-27e22.7|si:ch73-256j6.5|si:rp71-36a1.2|si:ch73-27e22.4|si:dkey-19a16.1|si:ch211-274k16.2|si:ch73-256j6.3|si:dkey-19a16.11|si:rp71-36a1.1|si:ch73-256j6.6|si:rp71-1i20.1|si:dkey-19a16.13|si:dkey-253d23.3|si:ch211-105n15.1|si:ch211-274k16.9|si:dkey-19a16.12|si:ch73-170d6.3|si:dkey-182g1.10|zgc:171601|si:ch73-27e22.1|si:dkey-102c8.3|si:ch73-27e22.8",NA,NA,"si:ch73-256j6"
"ENSSSAG00000097390","ENSDARG00000035282","ENSG00000127774","emc6","emc6","EMC6","EMC6","emc6"
"ENSSSAG00000097394","ENSDARG00000078898","NA","pcdh7a","pcdh7a",NA,NA,"pcdh7a"
"ENSSSAG00000097400","ENSDARG00000089292","NA","adgrl1a","adgrl1a",NA,NA,"adgrl1a"
"ENSSSAG00000097402","ENSDARG00000059610","NA","gpr146","gpr146",NA,NA,"gpr146"
"ENSSSAG00000097405","ENSDARG00000094887","NA","si:ch211-170d8","si:ch211-170d8.2",NA,NA,"si:ch211-170d8"
"ENSSSAG00000097410","ENSDARG00000078729","ENSG00000129048","ackr4a","ackr4a","ACKR4","ACKR4","ackr4"
"ENSSSAG00000097411","ENSDARG00000087732","NA","rn7sl1","rn7sl1",NA,NA,"rn7sl1"
"ENSSSAG00000097412","ENSDARG00000081745","NA","mir218a-1","mir218a-1",NA,NA,"mir218a-1"
"ENSSSAG00000097415","ENSDARG00000088689","NA","si:ch211-201o1","si:ch211-201o1.1",NA,NA,"si:ch211-201o1"
"ENSSSAG00000097416","ENSDARG00000090646","ENSG00000061938","tnk2a","tnk2a","TNK2","TNK2","tnk2"
"ENSSSAG00000097417","ENSDARG00000076960","ENSG00000162073","paqr4a","paqr4a","PAQR4","PAQR4","paqr4"
"ENSSSAG00000097418","ENSDARG00000053636","ENSG00000177685","cracr2b","cracr2b","CRACR2B","CRACR2B","cracr2b"
"ENSSSAG00000097421","ENSDARG00000059361","ENSG00000147804","slc39a4","slc39a4","SLC39A4","SLC39A4","slc39a4"
"ENSSSAG00000097422","ENSDARG00000105247","NA",NA,"",NA,NA,NA
"ENSSSAG00000097424","ENSDARG00000060929","ENSG00000187147","rnf220a","rnf220a","RNF220","RNF220","rnf220"
"ENSSSAG00000097430","ENSDARG00000098898|ENSDARG00000102606","NA","si:ch211-255f4","si:ch211-255f4.3|znf1158",NA,NA,"si:ch211-255f4"
"ENSSSAG00000097435","ENSDARG00000000018","ENSG00000106459","nrf1","nrf1","NRF1","NRF1","nrf1"
"ENSSSAG00000097439","ENSDARG00000007279","ENSG00000145817","yipf5","yipf5","YIPF5","YIPF5","yipf5"
"ENSSSAG00000097444","ENSDARG00000045752","ENSG00000177675","si:ch211-161n3","si:ch211-161n3.4","CD163L1","CD163L1","cd163l1"
"ENSSSAG00000097446","ENSDARG00000069525","ENSG00000111231","gpn3","gpn3","GPN3","GPN3","gpn3"
"ENSSSAG00000097451","ENSDARG00000054313","NA","zp3f","zp3f.2",NA,NA,"zp3f"
"ENSSSAG00000097452","ENSDARG00000103730","ENSG00000144560","vgll4b","vgll4b","VGLL4","VGLL4","vgll4"
"ENSSSAG00000097455","ENSDARG00000052537","ENSG00000182327|ENSG00000224051","cptp","cptp","GLTPD2","GLTPD2|CPTP","cptp"
"ENSSSAG00000097459","ENSDARG00000037871","ENSG00000157954","wipi2","wipi2","WIPI2","WIPI2","wipi2"
"ENSSSAG00000097460","ENSDARG00000111342","NA",NA,"",NA,NA,NA
"ENSSSAG00000097461","ENSDARG00000059835","ENSG00000155256","zfyve27","zfyve27","ZFYVE27","ZFYVE27","zfyve27"
"ENSSSAG00000097464","ENSDARG00000110110","ENSG00000134200",NA,"","TSHB","TSHB","tshb"
"ENSSSAG00000097466","ENSDARG00000010701","NA","crygs4","crygs4",NA,NA,"crygs4"
"ENSSSAG00000097469","ENSDARG00000034095|ENSDARG00000038352|ENSDARG00000068127|ENSDARG00000069627|ENSDARG00000074345|ENSDARG00000078002|ENSDARG00000078246|ENSDARG00000078620|ENSDARG00000086256|ENSDARG00000086418|ENSDARG00000086897|ENSDARG00000087306|ENSDARG00000087518|ENSDARG00000087532|ENSDARG00000087714|ENSDARG00000087788|ENSDARG00000088245|ENSDARG00000088775|ENSDARG00000088836|ENSDARG00000088870|ENSDARG00000089079|ENSDARG00000089179|ENSDARG00000089831|ENSDARG00000090033|ENSDARG00000090192|ENSDARG00000090392|ENSDARG00000090461|ENSDARG00000090734|ENSDARG00000090901|ENSDARG00000090946|ENSDARG00000091381|ENSDARG00000091499|ENSDARG00000091746|ENSDARG00000091912|ENSDARG00000092070|ENSDARG00000092197|ENSDARG00000092294|ENSDARG00000092500|ENSDARG00000092604|ENSDARG00000092941|ENSDARG00000092984|ENSDARG00000093177|ENSDARG00000093323|ENSDARG00000093803|ENSDARG00000093975|ENSDARG00000094098|ENSDARG00000094246|ENSDARG00000094297|ENSDARG00000094344|ENSDARG00000094346|ENSDARG00000094606|ENSDARG00000094608|ENSDARG00000095274|ENSDARG00000095578|ENSDARG00000095717|ENSDARG00000095719|ENSDARG00000095773|ENSDARG00000096412|ENSDARG00000096449|ENSDARG00000098179|ENSDARG00000098189|ENSDARG00000098383|ENSDARG00000098444|ENSDARG00000098515|ENSDARG00000098706|ENSDARG00000099112|ENSDARG00000099262|ENSDARG00000099272|ENSDARG00000099327|ENSDARG00000099574|ENSDARG00000099775|ENSDARG00000099825|ENSDARG00000099949|ENSDARG00000100006|ENSDARG00000100061|ENSDARG00000100164|ENSDARG00000100302|ENSDARG00000100386|ENSDARG00000100412|ENSDARG00000100464|ENSDARG00000100540|ENSDARG00000100556|ENSDARG00000100578|ENSDARG00000100654|ENSDARG00000101049|ENSDARG00000101071|ENSDARG00000101312|ENSDARG00000101351|ENSDARG00000101356|ENSDARG00000101388|ENSDARG00000101421|ENSDARG00000101459|ENSDARG00000101469|ENSDARG00000101551|ENSDARG00000101598|ENSDARG00000101689|ENSDARG00000101695|ENSDARG00000101728|ENSDARG00000101828|ENSDARG00000101938|ENSDARG00000101992|ENSDARG00000101997|ENSDARG00000102212|ENSDARG00000102378|ENSDARG00000102475|ENSDARG00000102542|ENSDARG00000102575|ENSDARG00000102904|ENSDARG00000103143|ENSDARG00000103229|ENSDARG00000103324|ENSDARG00000103330|ENSDARG00000103829|ENSDARG00000103844|ENSDARG00000104064|ENSDARG00000104380|ENSDARG00000104412|ENSDARG00000104415|ENSDARG00000104416|ENSDARG00000104502|ENSDARG00000104672|ENSDARG00000104770|ENSDARG00000104787|ENSDARG00000104850|ENSDARG00000104897|ENSDARG00000104966|ENSDARG00000105063|ENSDARG00000105091|ENSDARG00000105095|ENSDARG00000105266|ENSDARG00000111518|ENSDARG00000112386|ENSDARG00000112632|ENSDARG00000112862|ENSDARG00000113941|ENSDARG00000114166|ENSDARG00000114386|ENSDARG00000114461|ENSDARG00000114529|ENSDARG00000114935|ENSDARG00000115425|ENSDARG00000115515|ENSDARG00000115894|ENSDARG00000116007|ENSDARG00000116086","NA","si:ch73-236c18","si:dkey-59l11.10|si:ch73-236c18.1|si:ch211-194e1.9|si:ch211-255g12.8|si:ch211-214b16.4|si:dkey-13n15.11|nlrc10|nlrp3|si:ch211-236p5.2|si:ch211-236p5.3|si:dkey-7i4.1|linc-nlrp12|si:dkey-261p22.1|si:ch211-278p9.1|si:ch211-226o13.1|si:ch211-22k7.9|si:dkey-81i14.1||si:dkey-16p6.1|si:ch211-214b16.3|si:dkey-156k2.1|si:dkey-207m2.4|si:ch211-162i8.8|si:dkeyp-77c4.1|si:dkey-71l4.2|si:ch211-197f20.1|si:zfos-364h11.1|zmp:0000001020|si:ch211-91b17.4|si:ch211-15j1.5|si:ch211-15j1.3|si:dkey-222h21.6|si:dkey-222h21.1|si:ch211-15j1.4|si:dkey-222h21.3|si:dkey-222h21.11|si:ch211-15j1.1|si:ch211-114l13.1|si:dkey-196n19.2|si:dkey-222h21.9|si:ch211-278p9.3|si:dkey-222h21.4|si:dkey-222h21.5|si:dkey-222h21.8|si:ch211-114l13.13|si:zfos-364h11.2|si:dkey-222h21.10|si:ch211-278p9.2|si:dkey-222h21.7|si:dkey-172k15.6|si:dkey-222h21.2|si:ch73-236c18.4|si:ch211-15j1.7|si:ch211-194e1.7|nlrp12l2|si:dkey-237g15.5|si:dkey-14o6.1|si:dkey-3h2.4|si:ch211-59d8.1|si:ch73-236c18.7|si:dkey-71l4.3|si:dkey-237g15.6|si:ch1073-410j4.2|si:ch211-223g7.7|si:ch211-76m11.3|si:ch211-154k18.1|si:dkey-52l1.1|si:dkey-237g15.2|si:dkey-157e10.5|si:dkey-201g16.5|si:dkey-193i10.1|si:dkeyp-5g9.1|si:dkeyp-90h9.1|si:dkey-238k10.5|si:dkeyp-80d11.14|si:dkey-31n13.4|si:ch211-207e19.11|si:ch211-171l17.14|si:dkeyp-80d11.10|si:dkey-279j5.1|si:dkey-56m15.2|si:dkey-261j11.2|si:ch211-215p11.1|si:dkey-31n13.3|si:dkey-26m3.3|si:dkeyp-80d11.12|si:ch211-76m11.11|si:dkey-238k10.3|si:dkey-257e4.2|si:dkey-3p4.1|si:ch211-268b14.2|si:ch211-106j21.2|si:ch211-246b8.2|si:dkey-19c16.12|si:dkey-265e15.5|si:ch211-127b6.2|si:ch73-236c18.5|si:ch73-236c18.2|si:ch211-266c8.1|si:rp71-5o12.3|si:dkey-238k10.2|si:dkey-72l17.5|si:ch73-236c18.6|si:dkey-211i20.1|si:dkey-264f17.5|nlrp3l2|si:ch211-127b6.1|si:dkey-199k11.5|si:dkeyp-80d11.13|si:ch211-106j21.5|si:rp71-1l17.2|si:dkey-238o14.2|si:ch211-199m9.1|si:dkeyp-15a6.2|si:ch211-106j21.6|si:ch211-134c10.1|si:dkey-156c23.1|si:dkeyp-53e4.4|si:dkey-193i10.4",NA,NA,"si:ch73-236c18"
"ENSSSAG00000097471","ENSDARG00000053953","ENSG00000185105","myadml2","myadml2","MYADML2","MYADML2","myadml2"
"ENSSSAG00000097474","ENSDARG00000060018","ENSG00000181904","si:ch1073-44g3","si:ch1073-44g3.1","C5orf24","C5orf24","c5orf24"
"ENSSSAG00000097475","ENSDARG00000037455","ENSG00000174607","ugt8","ugt8","UGT8","UGT8","ugt8"
"ENSSSAG00000097476","ENSDARG00000093026","NA","si:ch211-222n4","si:ch211-222n4.2",NA,NA,"si:ch211-222n4"
"ENSSSAG00000097477","ENSDARG00000025187","ENSG00000184302","six6a","six6a","SIX6","SIX6","six6"
"ENSSSAG00000097483","ENSDARG00000100252","ENSG00000077549","capzb","capzb","CAPZB","CAPZB","capzb"
"ENSSSAG00000097487","ENSDARG00000098311","ENSG00000169740","si:zfos-932h1","si:zfos-932h1.3","ZNF32","ZNF32","znf32"
"ENSSSAG00000097489","ENSDARG00000040485","ENSG00000105928","gsdmeb","gsdmeb","GSDME","GSDME","gsdme"
"ENSSSAG00000097495","ENSDARG00000061335","ENSG00000141429","galnt1","galnt1","GALNT1","GALNT1","galnt1"
"ENSSSAG00000097496","ENSDARG00000040556","ENSG00000109083","ift20","ift20","IFT20","IFT20","ift20"
"ENSSSAG00000097501","ENSDARG00000054814","ENSG00000184489","ptp4a3b","ptp4a3b","PTP4A3","PTP4A3","ptp4a3"
"ENSSSAG00000097502","ENSDARG00000033172","NA","nr2f5","nr2f5",NA,NA,"nr2f5"
"ENSSSAG00000097503","ENSDARG00000082639","ENSG00000238942|ENSG00000238707",NA,"","SNORD2","SNORD2|",NA
"ENSSSAG00000097505","ENSDARG00000053528","ENSG00000183691","nog3","nog3","NOG","NOG","nog"
"ENSSSAG00000097506","ENSDARG00000078233","ENSG00000198561","ctnnd1","ctnnd1","CTNND1","CTNND1","ctnnd1"
"ENSSSAG00000097511","ENSDARG00000109826","ENSG00000198742",NA,"","SMURF1","SMURF1","smurf1"
"ENSSSAG00000097512","ENSDARG00000079043","NA","eslec","eslec",NA,NA,"eslec"
"ENSSSAG00000097513","ENSDARG00000070080","ENSG00000172915","nbeaa","nbeaa","NBEA","NBEA","nbea"
"ENSSSAG00000097516","ENSDARG00000044775","ENSG00000130383|ENSG00000156413|ENSG00000171124","fut7","fut7","FUT5","FUT5|FUT6|FUT3","fut7"
"ENSSSAG00000097517","ENSDARG00000052764","ENSG00000147432","chrnb3a","chrnb3a","CHRNB3","CHRNB3","chrnb3"
"ENSSSAG00000097519","ENSDARG00000093185","ENSG00000152402","GUCY1A2","GUCY1A2","GUCY1A2","GUCY1A2","gucy1a2"
"ENSSSAG00000097520","ENSDARG00000020143","ENSG00000171759","pah","pah","PAH","PAH","pah"
"ENSSSAG00000097523","ENSDARG00000045342","NA","si:ch211-140b10","si:ch211-140b10.6",NA,NA,"si:ch211-140b10"
"ENSSSAG00000097524","ENSDARG00000105016","ENSG00000199961",NA,"","SNORD1B","SNORD1B","snord1b"
"ENSSSAG00000097526","ENSDARG00000023299","ENSG00000100138","snu13b","snu13b","SNU13","SNU13","snu13"
"ENSSSAG00000097531","ENSDARG00000086764","ENSG00000137337","mdc1","mdc1","MDC1","MDC1","mdc1"
"ENSSSAG00000097544","ENSDARG00000098311","ENSG00000169740","si:zfos-932h1","si:zfos-932h1.3","ZNF32","ZNF32","znf32"
"ENSSSAG00000097550","ENSDARG00000017775","ENSG00000154518","atp5mc3a","atp5mc3a","ATP5MC3","ATP5MC3","atp5mc3"
"ENSSSAG00000097552","ENSDARG00000089637","NA","rnaseh2c","rnaseh2c",NA,NA,"rnaseh2c"
"ENSSSAG00000097563","ENSDARG00000042881","ENSG00000065057","nthl1","nthl1","NTHL1","NTHL1","nthl1"
"ENSSSAG00000097565","ENSDARG00000020863","NA","trim25l","trim25l",NA,NA,"trim25l"
"ENSSSAG00000097566","ENSDARG00000098980","NA","si:ch211-153f2","si:ch211-153f2.3",NA,NA,"si:ch211-153f2"
"ENSSSAG00000097568","ENSDARG00000038446","ENSG00000118257","nrp2b","nrp2b","NRP2","NRP2","nrp2"
"ENSSSAG00000097570","ENSDARG00000077782","ENSG00000177076","acer2","acer2","ACER2","ACER2","acer2"
"ENSSSAG00000097579","ENSDARG00000111460","NA",NA,"",NA,NA,NA
"ENSSSAG00000097582","ENSDARG00000001870|ENSDARG00000007739|ENSDARG00000039131|ENSDARG00000040252","ENSG00000163399","atp1a1a","atp1a1a.4|atp1a1a.2|atp1a1a.3|atp1a1a.5","ATP1A1","ATP1A1","atp1a1"
"ENSSSAG00000097585","ENSDARG00000010905","ENSG00000010165","mettl13","mettl13","METTL13","METTL13","mettl13"
"ENSSSAG00000097592","ENSDARG00000087181","ENSG00000100307","cbx7b","cbx7b","CBX7","CBX7","cbx7"
"ENSSSAG00000097593","ENSDARG00000003904","ENSG00000198765","sycp1","sycp1","SYCP1","SYCP1","sycp1"
"ENSSSAG00000097594","ENSDARG00000044899","ENSG00000163444","tmem183a","tmem183a","TMEM183A","TMEM183A","tmem183a"
"ENSSSAG00000097596","ENSDARG00000099298","ENSG00000079246","xrcc5","xrcc5","XRCC5","XRCC5","xrcc5"
"ENSSSAG00000097600","ENSDARG00000030733","ENSG00000112309","b3gat2","b3gat2","B3GAT2","B3GAT2","b3gat2"
"ENSSSAG00000097605","ENSDARG00000034227","ENSG00000198920","si:dkey-243i1","si:dkey-243i1.1","KIAA0753","KIAA0753","kiaa0753"
"ENSSSAG00000097611","ENSDARG00000090883","ENSG00000011677","gabra3","gabra3","GABRA3","GABRA3","gabra3"
"ENSSSAG00000097614","ENSDARG00000025187","ENSG00000184302","six6a","six6a","SIX6","SIX6","six6"
"ENSSSAG00000097615","ENSDARG00000016854","ENSG00000171532","neurod2","neurod2","NEUROD2","NEUROD2","neurod2"
"ENSSSAG00000097619","ENSDARG00000045027","ENSG00000123595","rab9a","rab9a","RAB9A","RAB9A","rab9a"
"ENSSSAG00000097630","ENSDARG00000069029","ENSG00000183747|ENSG00000215009|ENSG00000173124|ENSG00000183549|ENSG00000066813|ENSG00000166743","acss2l","acss2l","ACSM2A","ACSM2A|ACSM4|ACSM6|ACSM5|ACSM2B|ACSM1","acss2l"
"ENSSSAG00000097633","ENSDARG00000040280","ENSG00000168672","lratd2b","lratd2b","LRATD2","LRATD2","lratd2"
"ENSSSAG00000097636","ENSDARG00000004176","ENSG00000168038","ulk4","ulk4","ULK4","ULK4","ulk4"
"ENSSSAG00000097638","ENSDARG00000069669","ENSG00000184160","adra2c","adra2c","ADRA2C","ADRA2C","adra2c"
"ENSSSAG00000097642","ENSDARG00000067546","NA","pheta1","pheta1",NA,NA,"pheta1"
"ENSSSAG00000097643","ENSDARG00000059682","ENSG00000134802","slc43a3a","slc43a3a","SLC43A3","SLC43A3","slc43a3"
"ENSSSAG00000097649","ENSDARG00000102968","ENSG00000183862","cnga2a","cnga2a","CNGA2","CNGA2","cnga2"
"ENSSSAG00000097651","ENSDARG00000020957","ENSG00000160801","pth1r","pth1r","PTH1R","PTH1R","pth1r"
"ENSSSAG00000097656","ENSDARG00000104049","ENSG00000111269","crebl2","crebl2","CREBL2","CREBL2","crebl2"
"ENSSSAG00000097659","ENSDARG00000044276","NA","spp1","spp1",NA,NA,"spp1"
"ENSSSAG00000097666","ENSDARG00000098583","NA","wbp1","wbp1",NA,NA,"wbp1"
"ENSSSAG00000097673","ENSDARG00000059714","ENSG00000164291","arsk","arsk","ARSK","ARSK","arsk"
"ENSSSAG00000097677","ENSDARG00000002933","ENSG00000168505","gbx2","gbx2","GBX2","GBX2","gbx2"
"ENSSSAG00000097680","ENSDARG00000095949|ENSDARG00000116487","ENSG00000169550|ENSG00000107738|ENSG00000166250","si:dkey-22i16","si:dkey-22i16.9|","MUC15","MUC15|VSIR|CLMP","si:dkey-22i16"
"ENSSSAG00000097682","ENSDARG00000041394","ENSG00000179407|ENSG00000172404|ENSG00000132002","dnajb1b","dnajb1b","DNAJB8","DNAJB8|DNAJB7|DNAJB1","dnajb1b"
"ENSSSAG00000097687","ENSDARG00000035952","ENSG00000140743","cdr2a","cdr2a","CDR2","CDR2","cdr2"
"ENSSSAG00000097692","ENSDARG00000054160","NA","zgc:113625","zgc:113625",NA,NA,"zgc:113625"
